cie10_clase;clase;cie10_enfermedad;nombre_enfermedad
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A390;MENINGITIS MENINGOCOCICA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A391;SINDROME DE WATERHOUSE-FRIDERICHSEN
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A392;MENINGOCOCEMIA AGUDA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A393;MENINGOCOCEMIA CRONICA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A394;MENINGOCOCEMIA, NO ESPECIFICADA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A395;ENFERMEDAD CARDIACA DEBIDA A MENINGOCOCO
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A398;OTRAS FORMAS DE ENFERMEDAD MENINGOCOCICA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A399;ENFERMEDAD MENINGOCOCICA, NO ESPECIFICADA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A400;SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO A
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A401;SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO B
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A402;SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO D Y ENTEROCOCO
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A403;SEPSIS DEBIDA A STREPTOCOCCUS PNEUMONIAE
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A408;OTRAS SEPSIS ESTREPTOCOCICAS
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A409;SEPSIS ESTREPTOCOCICA, NO ESPECIFICADA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A410;SEPSIS DEBIDA A STAPHYLOCOCCUS AUREUS
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A411;SEPSIS DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A412;SEPSIS DEBIDA A ESTAFILOCOCO NO ESPECIFICADO
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A413;SEPSIS DEBIDA A HAEMOPHILUS INFLUENZAE
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A414;SEPSIS DEBIDA A ANAEROBIOS
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A415;SEPSIS DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A418;OTRAS SEPSIS ESPECIFICADAS
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A419;SEPSIS, NO ESPECIFICADA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A420;ACTINOMICOSIS PULMONAR
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A421;ACTINOMICOSIS ABDOMINAL
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A422;ACTINOMICOSIS CERVICOFACIAL
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A427;SEPSIS ACTINOMICOTICA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A428;OTRAS FORMAS DE ACTINOMICOSIS
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A429;ACTINOMICOSIS, SIN OTRA ESPECIFICACION
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A430;NOCARDIOSIS PULMONAR
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A431;NOCARDIOSIS CUTANEA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A438;OTRAS FORMAS DE NOCARDIOSIS
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A439;NOCARDIOSIS, NO ESPECIFICADA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A440;BARTONELOSIS SISTEMICA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A441;BARTONELOSIS CUTANEA Y MUCOCUTANEA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A448;OTRAS FORMAS DE BARTONELOSIS
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A4481;BARTONELOSIS AGUDA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A4482;BARTONELOSIS AGUDA COMPLICADA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A4483;BARTONELOSIS RESISTENTE
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A449;BARTONELOSIS, NO ESPECIFICADA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A46X;ERISIPELA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A480;GANGRENA GASEOSA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A481;ENFERMEDAD DE LOS LEGIONARIOS
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A482;ENFERMEDAD DE LOS LEGIONARIOS NO NEUMONICA (FIEBRE DE PONTIAC)
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A483;SINDROME DEL CHOQUE TOXICO
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A484;FIEBRE PURPURICA BRASILEÑA
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A488;OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A4851;BOTULISMO INFANTIL
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A490;INFECCION ESTAFILOCOCICA, SITIO NO ESPECIFICADO
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A491;INFECCION ESTREPTOCOCICA Y ENTEROCOCICA DE SITIO NO ESPECIFICADO
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A492;INFECCION POR HAEMOPHILUS INFLUENZAE, SITIO NO ESPECIFICADO
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A493;INFECCION POR MICOPLASMA, SITIO NO ESPECIFICADO
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A498;OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO
A30 - A49;OTRAS ENFERMEDADES BACTERIANAS;A499;INFECCION BACTERIANA, NO ESPECIFICADA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A500;SIFILIS CONGENITA PRECOZ, SINTOMATICA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A501;SIFILIS CONGENITA PRECOZ, LATENTE
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A502;SIFILIS CONGENITA PRECOZ, SIN OTRA ESPECIFICACION
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A503;OCULOPATIA SIFILITICA CONGENITA TARDIA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A504;NEUROSIFILIS CONGENITA TARDIA [NEUROSIFILIS JUVENIL]
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A505;OTRAS FORMAS DE SIFILIS CONGENITA TARDIA, SINTOMATICA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A506;SIFILIS CONGENITA TARDIA, LATENTE
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A507;SIFILIS CONGENITA TARDIA, SIN OTRA ESPECIFICACION
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A509;SIFILIS CONGENITA, SIN OTRA ESPECIFICACION
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A510;SIFILIS GENITAL PRIMARIA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A511;SIFILIS PRIMARIA ANAL
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A512;SIFILIS PRIMARIA EN OTROS SITIOS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A513;SIFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A514;OTRAS SIFILIS SECUNDARIAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A515;SIFILIS PRECOZ, LATENTE
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A519;SIFILIS PRECOZ, SIN OTRA ESPECIFICACION
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A520;SIFILIS CARDIOVASCULAR
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A521;NEUROSIFILIS SINTOMATICA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A522;NEUROSIFILIS ASINTOMATICA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A523;NEUROSIFILIS NO ESPECIFICADA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A527;OTRAS SIFILIS TARDIAS SINTOMATICAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A528;SIFILIS TARDIA, LATENTE
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A529;SIFILIS TARDIA, NO ESPECIFICADA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A530;SIFILIS LATENTE, NO ESPECIFICADA COMO PRECOZ O TARDIA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A539;SIFILIS, NO ESPECIFICADA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A540;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL Y DE GLANDULA ACCESORIA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A541;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR CON ABSCESO PERIURETRAL Y DE GLANDULAS ACCESORIAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A542;PELVIPERITONITIS GONOCOCICA Y OTRAS INFECCIONES GONOCOCICAS GENITOURINARIAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A543;INFECCION GONOCOCICA DEL OJO
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A544;INFECCION GONOCOCICA DEL SISTEMA OSTEOMUSCULAR
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A545;FARINGITIS GONOCOCICA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A546;INFECCION GONOCOCICA DEL ANO Y DEL RECTO
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A548;OTRAS INFECCIONES GONOCOCICAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A549;INFECCION GONOCOCICA, NO ESPECIFICADA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A55X;LINFOGRANULOMA VENEREO
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A560;INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A561;INFECCION DEL PELVIPERITONEO Y OTROS ORGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A562;INFECCIONES DEL TRACTO GENITOURINARIO DEBIDAS A CLAMIDIAS, SIN OTRA ESPECIFICACION
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A563;INFECCION DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A564;INFECCION DE FARINGE DEBIDA A CLAMIDIAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A568;INFECCION DE TRANSMISION SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A57X;CHANCRO BLANDO
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A58X;GRANULOMA INGUINAL
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A590;TRICOMONIASIS UROGENITAL
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A598;TRICOMONIASIS DE OTROS SITOS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A599;TRICOMONIASIS, NO ESPECIFICADA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A600;INFECCION DE GENITALES Y TRAYECTO UROGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE]
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A601;INFECCION DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A609;INFECCION ANOGENITAL POR VIRUS DEL HERPES SIMPLE, SIN OTRA ESPECIFICACION
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A630;VERRUGAS (VENEREAS) ANOGENITALES
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A638;OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, ESPECIFICADAS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A64X;ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A64X1;SINDROME DE BUBON INGUINAL
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A64X2;SINDROME DE CERVICITIS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A64X3;SINDROME DE VAGINITIS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A64X4;SINDROME DE ULCERA GENITAL
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A64X5;SINDROME DE DOLOR ABDOMINAL BAJO
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A64X6;SINDROME DE SECRECION URETRAL
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A64X7;PROCTITIS
A50 - A64;INFECCIONES CON MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;A64X9;SINDROME DE FLUJO VAGINAL
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A65X;SIFILIS NO VENEREA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A660;LESIONES INICIALES DE FRAMBESIA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A661;LESIONES PAPILOMATOSAS MULTIPLES Y FRAMBESIA CON PASO DE CANGREJO
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A662;OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A663;HIPERQUERATOSIS DE FRAMBESIA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A664;GOMA Y ULCERAS DE FRAMBESIA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A665;GANGOSA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A666;LESIONES FRAMBESICAS DE LOS HUESOS Y DE LAS ARTICULACIONES
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A667;OTRAS MANIFESTACIONES DE FRAMBESIA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A668;FRAMBESIA LATENTE
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A669;FRAMBESIA, NO ESPECIFICADA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A670;LESIONES PRIMARIAS DE LA PINTA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A671;LESIONES INTERMEDIAS DE LA PINTA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A672;LESIONES TARDIAS DE LA PINTA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A673;LESIONES MIXTAS DE LA PINTA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A679;PINTA, NO ESPECIFICADA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A680;FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A681;FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A689;FIEBRE RECURRENTE, NO ESPECIFICADA
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A690;ESTOMATITIS ULCERATIVA NECROTIZANTE
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A691;OTRAS INFECCIONES DE VINCENT
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A6910;GINGIVITIS ULCERATIVA NECROTIZANTE AGUDA [GINGIVITIS FUSOESPIROQUETICA][GINGIVITIS DE VINCENT]
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A6911;ANGINA DE VINCENT
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A692;ENFERMEDAD DE LYME
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A698;OTRAS INFECCIONES ESPECIFICADAS POR ESPIROQUETAS
A65 - A69;OTRAS ENFERMEDADES DEBIDAS A ESPIROQUETAS;A699;INFECCION POR ESPIROQUETA, NO ESPECIFICADA
A70 - A74;OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS;A70X;INFECCION DEBIDA A CHLAMYDIA PSITTACI
A70 - A74;OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS;A710;ESTADO INICIAL DE TRACOMA
A70 - A74;OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS;A711;ESTADO ACTIVO DE TRACOMA
A70 - A74;OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS;A719;TRACOMA, NO ESPECIFICADO
A70 - A74;OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS;A740;CONJUNTIVITIS POR CLAMIDIAS
A70 - A74;OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS;A748;OTRAS ENFERMEDADES POR CLAMIDIAS
A70 - A74;OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS;A749;INFECCION POR CLAMIDIAS, NO ESPECIFICADA
A75 - A79;RICKETTSIOSIS;A750;TIFUS EPIDEMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS
A75 - A79;RICKETTSIOSIS;A751;TIFUS RECRUDESCENTE [ENFERMEDAD DE BRILL]
A75 - A79;RICKETTSIOSIS;A752;TIFUS DEBIDO A RICKETTSIA TYPHI
A75 - A79;RICKETTSIOSIS;A753;TIFUS DEBIDO A RICKETTSIA TSUTSUGAMUSHI
A75 - A79;RICKETTSIOSIS;A759;TIFUS, NO ESPECIFICADO
A75 - A79;RICKETTSIOSIS;A770;FIEBRE MACULOSA DEBIDA A RICKETTSIA RICKETTSII
A75 - A79;RICKETTSIOSIS;A771;FIEBRE MACULOSA DEBIDA A RICKETTSIA CONORII
A75 - A79;RICKETTSIOSIS;A772;FIEBRE MACULOSA DEBIDA A RICKETTSIA SIBERICA
A75 - A79;RICKETTSIOSIS;A773;FIEBRE MACULOSA DEBIDA A RICKETTSIA AUSTRALIS
A75 - A79;RICKETTSIOSIS;A778;OTRAS FIEBRES MACULOSAS
A75 - A79;RICKETTSIOSIS;A779;FIEBRE MACULOSA, NO ESPECIFICADA
A75 - A79;RICKETTSIOSIS;A78X;FIEBRE Q
A75 - A79;RICKETTSIOSIS;A790;FIEBRE DE LAS TRINCHERAS
A75 - A79;RICKETTSIOSIS;A791;RICKETTSIOSIS PUSTULOSA DEBIDA A RICKETTSIA AKARI
A75 - A79;RICKETTSIOSIS;A798;OTRAS RICKETTSIOSIS ESPECIFICADAS
A75 - A79;RICKETTSIOSIS;A799;RICKETTSIOSIS, NO ESPECIFICADA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A800;POLIOMIELITIS AGUDA PARALITICA, ASOCIADA A VACUNA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A801;POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE IMPORTADO
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A802;POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE AUTOCTONO
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A803;OTRAS POLIOMIELITIS AGUDAS PARALITICAS Y LAS NO ESPECIFICADAS
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A804;POLIOMIELITIS AGUDA NO PARALITICA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A809;POLIOMIELITIS AGUDA, SIN OTRA ESPECIFICACION
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A810;ENFERMEDAD DE CREUTZFELDT-JAKOB
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A811;PANENCEFALITIS ESCLEROSANTE SUBAGUDA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A812;LEUCOENCEFALOPATIA MULTIFOCAL PROGRESIVA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A818;OTRAS INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A819;INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO, SIN OTRA ESPECIFICACION
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A820;RABIA SELVATICA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A821;RABIA URBANA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A829;RABIA, SIN OTRA ESPECIFICACION
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A830;ENCEFALITIS JAPONESA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A831;ENCEFALITIS EQUINA DEL OESTE
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A832;ENCEFALITIS EQUINA DEL ESTE
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A833;ENCEFALITIS DE SAN LUIS
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A834;ENCEFALITIS AUSTRALIANA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A835;ENCEFALITIS DE CALIFORNIA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A836;ENFERMEDAD POR VIRUS ROCIO
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A838;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A839;ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS, SIN OTRA ESPECIFICACION
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A840;ENCEFALITIS DEL LEJANO ORIENTE TRANSMITIDA POR GARRAPATAS [ENCEFALITIS PRIMAVEROESTIVAL RUSA]
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A841;ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A848;OTRAS ENCEFALITIS VIRALES TRANSMITIDA POR GARRAPATAS
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A849;ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACION
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A850;ENCEFALITIS ENTEROVIRAL
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A851;ENCEFALITIS POR ADENOVIRUS
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A852;ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS, SIN OTRA ESPECIFCACION
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A858;OTRAS ENCEFALITIS VIRALES ESPECIFCADAS
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A86X;MENINGOENCEFALITIS VIRAL
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A870;MENINGITIS ENTEROVIRAL
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A871;MENINGITIS DEBIDA A ADENOVIRUS
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A872;CORIOMENINGITIS LINFOCITICA
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A878;OTRAS MENINGITIS VIRALES
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A879;MENINGITIS VIRAL, SIN OTRA ESPECIFICACION
A80 - A89;INFECIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL;A880;FIEBRE EXANTEMATICA ENTEROVIRAL [EXANTEMA DE BOSTON]
